Crop,N,P,K,pH,Rainfall,Temperature,Humidity,Season
Rice,89,54,60,5.73,159.37,33.53,70.96,Kharif
Sugarcane,104,65,50,7.35,187.71,29.4,84.26,Kharif
Sugarcane,145,56,70,7.47,176.34,26.84,63.6,Zaid
Millet,67,41,20,5.87,86.87,20.26,38.28,Kharif
Cotton,68,51,35,7.32,63.88,22.68,58.89,Kharif
Maize,96,45,55,6.34,120.67,25.91,64.55,Zaid
Wheat,85,49,56,6.38,104.23,18.23,50.66,Rabi
Wheat,71,42,41,6.83,61.17,19.39,50.28,Rabi
Sugarcane,113,67,43,7.3,248.61,25.53,61.37,Kharif
Sugarcane,142,66,75,6.43,170.87,32.17,70.33,Kharif
Millet,43,46,30,5.32,78.37,20.22,49.75,Kharif
Cotton,57,41,37,6.55,63.12,23.36,57.08,Kharif
Rice,118,53,77,5.89,215.41,30.16,72.03,Kharif
Cotton,87,47,51,7.07,120.06,23.9,44.1,Kharif
Wheat,97,32,42,6.19,75.42,16.44,41.05,Rabi
Cotton,77,53,31,5.79,121.88,27.8,56.72,Kharif
Maize,87,44,60,6.86,92.49,25.03,62.24,Zaid
Millet,65,35,50,5.5,68.01,26.51,33.97,Kharif
Rice,118,49,54,6.52,161.27,34.85,78.66,Kharif
Millet,43,28,41,6.93,76.46,24.92,39.74,Kharif
Millet,41,40,22,6.59,69.41,20.4,37.15,Kharif
Cotton,69,50,37,6.37,131.04,29.87,40.66,Kharif
Maize,104,51,46,6.13,160.93,20.28,58.02,Zaid
Rice,96,49,47,6.34,271.89,26.06,81.43,Kharif
Wheat,92,37,46,6.14,99.05,14.03,53.39,Rabi
Millet,38,30,41,5.43,84.05,25.05,50.57,Kharif
Cotton,74,28,31,7.3,63.04,27.48,50.07,Kharif
Rice,108,56,44,6.1,271.21,27.86,89.74,Kharif
Maize,94,53,62,6.51,121.24,18.63,50.37,Kharif
Rice,110,40,80,6.43,290.11,33.62,72.63,Kharif
Rice,92,53,62,5.57,197.68,28.02,80.96,Kharif
Wheat,92,53,41,7.27,72.08,18.22,40.2,Rabi
Sugarcane,130,57,45,7.47,132.02,26.96,61.47,Kharif
Maize,96,46,49,6.86,93.18,18.04,50.31,Zaid
Rice,83,64,47,6.29,178.9,31.31,82.21,Kharif
Maize,84,61,53,6.66,148.04,24.75,69.58,Zaid
Wheat,71,36,55,7.49,87.98,16.64,58.45,Rabi
Sugarcane,131,71,79,6.25,161.34,21.01,73.56,Zaid
Sugarcane,112,51,78,7.47,145.19,25.37,60.62,Zaid
Wheat,79,31,57,7.18,79.77,21.03,51.99,Rabi
Rice,110,46,60,5.7,224.56,32.97,82.18,Kharif
Cotton,87,30,33,5.52,140.35,21.54,46.65,Kharif
Millet,39,33,47,6.3,79.42,23.81,43.26,Kharif
Maize,98,63,64,6.65,150.12,29.54,53.77,Kharif
Millet,46,36,43,5.18,51.79,26.53,34.44,Kharif
Millet,56,24,27,6.57,91.04,30.13,39.48,Kharif
Cotton,80,39,29,5.61,67.5,21.78,59.22,Kharif
Rice,87,62,57,6.06,240.05,31.96,71.03,Kharif
Sugarcane,113,56,40,6.18,172.04,24.13,63.35,Kharif
Wheat,84,46,30,6.25,109.55,17.54,45.94,Rabi
Rice,90,50,65,6.5,283.01,27.13,76.46,Kharif
Rice,120,56,53,5.52,188.27,22.82,72.71,Kharif
Sugarcane,94,57,40,6.16,125.87,22.06,65.06,Zaid
Sugarcane,103,77,51,6.21,242.24,27.72,78.55,Zaid
Maize,105,40,64,6.54,131.28,29.8,58.75,Zaid
Sugarcane,96,60,77,7.29,235.99,25.18,68.96,Kharif
Millet,50,46,41,6.04,40.58,21.24,49.71,Kharif
Maize,75,39,56,6.66,169.49,28.28,53.98,Zaid
Maize,77,36,56,6.29,134.53,23.49,64.72,Kharif
Cotton,68,50,50,6.37,83.28,24.68,46.61,Kharif
Rice,93,47,64,6.02,269.08,24.35,83.78,Kharif
Cotton,64,51,55,7.09,61.52,34.29,45.71,Kharif
Rice,103,56,58,5.65,254.36,28.0,82.22,Kharif
Cotton,72,29,46,6.77,77.36,31.54,50.05,Kharif
Rice,116,48,57,6.15,263.86,20.26,78.94,Kharif
Maize,87,39,54,6.61,111.99,26.55,59.38,Kharif
Rice,114,56,71,6.4,219.43,23.89,86.21,Kharif
Rice,105,60,40,5.65,261.04,34.29,78.99,Kharif
Sugarcane,110,79,60,6.82,146.0,28.54,68.71,Kharif
Rice,98,58,68,6.38,286.23,22.69,74.74,Kharif
Cotton,60,52,54,6.48,129.84,26.83,43.66,Kharif
Sugarcane,148,50,62,7.16,168.68,28.69,69.01,Kharif
Wheat,82,40,58,6.8,63.85,14.25,49.75,Rabi
Rice,112,59,46,5.62,196.78,31.62,89.14,Kharif
Wheat,67,52,57,7.49,89.6,23.71,52.84,Rabi
Rice,110,50,79,5.87,162.53,33.94,76.01,Kharif
Cotton,69,32,41,6.21,97.4,23.61,58.13,Kharif
Sugarcane,131,50,59,6.79,248.67,29.27,82.42,Zaid
Sugarcane,120,65,76,6.65,220.01,32.36,79.69,Kharif
Cotton,74,26,52,5.62,138.04,24.67,47.24,Kharif
Cotton,50,38,38,6.05,123.76,34.48,58.9,Kharif
Rice,92,66,58,6.12,267.23,20.08,87.37,Kharif
Rice,96,62,66,5.95,180.1,26.37,76.6,Kharif
Cotton,63,39,43,7.46,82.63,22.49,47.91,Kharif
Millet,57,36,42,6.55,64.74,30.12,33.76,Kharif
Rice,95,50,70,5.55,155.36,34.4,84.01,Kharif
Rice,113,56,72,6.16,255.4,32.63,71.65,Kharif
Millet,63,38,31,6.2,70.51,25.41,35.14,Kharif
Wheat,92,60,53,6.56,51.75,18.44,41.45,Rabi
Millet,38,27,45,5.02,62.01,28.08,33.97,Kharif
Millet,39,50,30,5.45,93.7,22.44,39.41,Kharif
Wheat,62,41,44,7.23,102.98,22.15,50.28,Rabi
Millet,65,39,25,5.91,96.19,25.88,49.55,Kharif
Sugarcane,134,53,57,6.4,195.72,23.83,76.03,Zaid
Wheat,77,43,56,6.12,59.87,23.94,50.87,Rabi
Cotton,69,47,42,5.95,113.12,23.64,42.78,Kharif
Sugarcane,92,75,74,6.06,198.27,26.39,81.03,Zaid
Rice,115,69,56,6.04,277.35,26.68,80.16,Kharif
Rice,101,46,78,6.09,155.57,22.0,79.17,Kharif
Cotton,57,33,38,6.37,69.15,21.91,40.33,Kharif
Maize,76,56,58,6.63,129.29,18.23,51.18,Zaid
Cotton,57,37,30,5.99,88.94,21.35,51.12,Kharif
Millet,68,43,46,6.81,72.86,31.43,33.7,Kharif
Sugarcane,102,57,60,6.82,179.85,20.28,62.01,Kharif
Sugarcane,93,41,40,6.31,210.56,34.2,62.25,Kharif
Maize,79,43,51,5.84,167.7,27.12,68.42,Kharif
Maize,70,56,56,6.8,127.71,22.22,53.08,Kharif
Rice,84,42,58,6.48,232.96,23.39,85.18,Kharif
Wheat,86,30,37,6.92,81.3,11.88,56.32,Rabi
Rice,91,43,42,5.86,246.17,33.23,82.35,Kharif
Sugarcane,91,50,48,7.39,175.51,34.43,65.05,Zaid
Millet,58,38,44,6.36,97.8,31.64,52.87,Kharif
Sugarcane,91,69,61,6.7,242.26,25.13,76.46,Kharif
Rice,117,46,75,5.64,249.55,21.85,85.11,Kharif
Sugarcane,133,52,48,7.17,235.14,24.68,77.98,Kharif
Cotton,55,33,36,7.0,85.32,21.87,48.43,Kharif
Millet,46,21,40,5.31,62.02,31.13,50.28,Kharif
Cotton,57,53,34,6.43,128.51,28.6,43.62,Kharif
Millet,54,25,38,6.58,72.72,31.73,35.89,Kharif
Maize,84,39,38,6.44,125.59,22.47,69.25,Zaid
Millet,59,46,32,5.44,86.72,28.18,51.97,Kharif
Wheat,81,43,30,7.09,68.89,22.3,45.72,Rabi
Cotton,61,54,50,7.32,116.54,30.36,57.02,Kharif
Cotton,59,35,40,5.59,62.65,26.72,56.9,Kharif
Sugarcane,128,44,61,6.02,142.8,25.81,69.26,Kharif
Maize,104,52,44,6.13,133.72,20.58,69.9,Kharif
Rice,84,50,78,6.69,294.47,31.79,86.98,Kharif
Millet,30,22,45,5.56,56.19,22.76,53.81,Kharif
Sugarcane,116,46,69,7.1,161.49,20.18,79.04,Zaid
Cotton,61,27,29,6.99,146.51,25.53,54.97,Kharif
Maize,87,52,48,5.91,168.75,27.2,66.07,Zaid
Maize,110,54,35,6.58,168.34,20.21,51.18,Zaid
Wheat,79,45,36,7.03,55.17,21.86,54.36,Rabi
Wheat,77,44,54,7.42,68.64,21.41,50.11,Rabi
Millet,56,36,45,5.96,79.87,22.02,52.54,Kharif
Wheat,95,53,52,7.37,78.31,16.79,55.66,Rabi
Rice,119,45,49,6.49,269.55,23.39,83.11,Kharif
Wheat,93,41,33,6.24,92.49,10.7,41.3,Rabi
Millet,59,43,46,6.03,92.97,29.3,52.04,Kharif
Cotton,63,40,39,7.38,102.77,33.03,54.66,Kharif
Wheat,60,52,52,6.05,105.85,14.52,44.39,Rabi
Rice,93,49,61,5.87,189.41,23.94,70.23,Kharif
Millet,61,39,30,5.83,66.73,26.29,41.96,Kharif
Cotton,83,55,34,5.73,142.64,21.68,57.95,Kharif
Millet,40,25,40,5.62,71.79,27.88,47.29,Kharif
Sugarcane,135,61,50,6.04,121.83,20.99,75.68,Zaid
Cotton,65,36,47,6.97,104.76,29.78,56.87,Kharif
Rice,100,40,64,6.57,154.15,34.49,72.48,Kharif
Cotton,67,28,51,6.86,85.78,24.5,52.18,Kharif
Maize,103,36,65,6.28,175.42,24.22,69.73,Zaid
Sugarcane,104,67,59,6.79,231.43,32.93,84.73,Zaid
Wheat,93,38,58,7.34,92.02,15.6,55.44,Rabi
Maize,100,50,45,6.42,133.05,24.67,61.05,Kharif
Wheat,83,48,52,7.28,82.37,23.89,55.87,Rabi
Millet,41,33,23,5.3,54.2,27.95,41.91,Kharif
Cotton,55,33,42,6.53,125.79,33.73,58.29,Kharif
Maize,87,64,53,6.32,88.39,18.53,69.56,Zaid
Millet,51,25,32,5.19,40.97,22.19,34.92,Kharif
Millet,34,45,50,5.68,85.27,28.51,32.61,Kharif
Sugarcane,142,74,58,7.14,236.22,22.51,65.38,Zaid
Wheat,61,60,39,6.46,83.79,12.89,48.58,Rabi
Sugarcane,131,75,42,6.7,132.0,21.4,66.52,Zaid
Maize,71,50,54,6.66,163.12,19.38,52.48,Zaid
Rice,98,47,64,6.58,228.43,33.63,70.41,Kharif
Millet,66,45,48,6.91,97.63,20.0,45.8,Kharif
Millet,62,35,26,6.54,91.46,26.35,51.25,Kharif
Millet,46,24,34,5.19,89.77,30.04,44.27,Kharif
Sugarcane,146,61,64,7.26,154.28,28.4,60.04,Zaid
Rice,119,59,63,6.32,183.25,30.33,80.28,Kharif
Millet,41,42,44,5.63,91.6,25.27,30.06,Kharif
Wheat,82,47,43,6.73,81.83,22.08,57.7,Rabi
Rice,85,54,58,6.57,229.78,26.93,81.44,Kharif
Sugarcane,102,70,52,6.1,199.3,25.69,82.07,Kharif
Wheat,92,36,35,6.05,92.23,18.82,43.79,Rabi
Millet,46,43,49,5.96,59.52,29.72,39.14,Kharif
Sugarcane,138,52,79,6.64,209.31,22.93,60.25,Kharif
Wheat,73,45,46,6.73,84.22,23.04,51.94,Rabi
Millet,50,47,36,6.13,57.13,25.98,51.27,Kharif
Rice,111,56,43,5.99,217.22,30.17,72.22,Kharif
Wheat,82,41,45,7.27,115.99,12.12,53.35,Rabi
Cotton,88,53,31,6.89,79.54,25.08,43.3,Kharif
Wheat,82,35,33,6.67,88.69,21.84,55.94,Rabi
Rice,100,50,68,5.63,270.82,31.91,71.63,Kharif
Maize,104,56,65,6.45,132.25,29.8,65.28,Zaid
Maize,100,59,62,6.87,139.68,22.12,66.91,Zaid
Cotton,61,31,34,6.86,107.94,25.37,42.79,Kharif
Maize,107,54,47,6.84,128.06,26.35,59.23,Kharif
Rice,86,70,65,6.26,177.11,32.76,84.61,Kharif
Maize,106,60,40,6.77,119.6,25.75,62.86,Zaid
Sugarcane,129,71,64,6.01,226.94,23.52,78.02,Zaid
Sugarcane,130,45,58,6.4,235.27,27.21,82.84,Kharif
Cotton,65,44,41,5.53,103.04,34.45,56.29,Kharif
Millet,56,23,35,5.38,89.11,24.27,44.83,Kharif
Sugarcane,141,72,57,6.72,193.66,29.53,65.11,Kharif
Rice,86,59,68,6.75,295.35,27.9,76.65,Kharif
Sugarcane,145,58,45,6.71,216.58,25.98,79.53,Kharif
Millet,55,42,20,5.32,76.5,25.34,47.25,Kharif
Maize,74,47,46,6.76,81.94,22.72,54.4,Zaid
Millet,41,23,38,6.0,61.74,25.45,43.67,Kharif
Sugarcane,110,65,71,7.25,179.77,25.33,70.85,Zaid
Wheat,61,49,55,6.54,83.28,12.25,43.13,Rabi
Cotton,66,25,47,5.93,88.91,29.55,55.78,Kharif
Wheat,90,33,54,6.38,72.09,11.66,51.28,Rabi
Rice,85,49,76,6.7,180.76,30.41,82.95,Kharif
Millet,57,36,44,5.4,98.62,25.3,35.2,Kharif
Sugarcane,150,80,58,6.75,226.39,22.75,78.87,Kharif
Maize,75,59,41,5.85,171.02,29.09,53.6,Zaid
Rice,119,64,60,5.52,249.17,30.97,79.94,Kharif
Millet,70,35,47,6.64,75.15,28.51,32.26,Kharif
Rice,113,53,78,6.39,246.84,28.99,73.66,Kharif
Maize,70,47,55,6.32,85.94,28.79,53.46,Zaid
Rice,97,40,48,5.99,256.31,28.98,70.86,Kharif
Maize,77,37,56,6.99,161.19,28.28,56.27,Kharif
Sugarcane,119,74,76,6.44,148.83,34.47,80.05,Kharif
Wheat,90,35,56,7.29,90.84,24.0,53.21,Rabi
Millet,47,32,46,5.69,58.14,28.33,40.28,Kharif
Sugarcane,131,54,40,6.04,220.62,32.7,73.27,Kharif
Millet,58,28,22,6.47,60.3,20.22,51.65,Kharif
Wheat,90,40,35,7.32,101.17,15.31,44.62,Rabi
Cotton,89,30,35,6.28,128.29,29.19,54.68,Kharif
Cotton,82,35,28,5.83,146.05,30.92,47.49,Kharif
Sugarcane,115,57,52,7.18,176.5,24.95,82.63,Kharif
Cotton,65,48,34,5.81,81.89,30.76,52.17,Kharif
Wheat,75,55,44,7.41,97.15,21.17,52.16,Rabi
Sugarcane,111,77,52,7.19,198.63,23.02,68.26,Kharif
Sugarcane,105,41,77,7.4,202.86,32.09,60.61,Kharif
Cotton,71,41,26,7.47,104.59,22.55,49.98,Kharif
Millet,31,29,47,5.27,79.08,22.69,50.72,Kharif
Maize,75,37,38,6.63,137.3,27.26,52.65,Zaid
Maize,109,64,48,6.08,82.92,25.66,57.42,Zaid
Millet,52,36,46,5.27,95.12,20.41,32.38,Kharif
Maize,107,35,58,6.93,126.17,29.11,54.79,Zaid
Millet,65,38,32,5.9,69.59,22.46,39.66,Kharif
Wheat,66,38,37,6.38,116.06,19.7,44.4,Rabi
Cotton,77,46,28,7.45,81.3,23.36,43.28,Kharif
Maize,87,37,36,5.89,95.94,29.72,62.36,Zaid
Sugarcane,125,53,69,6.2,240.84,33.21,72.43,Zaid
Rice,100,61,59,5.95,221.62,21.62,82.93,Kharif
Rice,91,44,40,5.54,216.79,32.96,79.78,Kharif
Maize,72,64,54,6.68,145.57,26.57,57.23,Zaid
Cotton,84,31,46,5.62,118.65,34.79,54.99,Kharif
Sugarcane,149,41,58,6.8,132.93,31.92,61.42,Kharif
Wheat,77,35,41,6.18,92.34,14.24,51.23,Rabi
Wheat,86,43,38,7.3,95.51,23.01,54.81,Rabi
Sugarcane,131,42,69,6.34,215.99,32.41,80.91,Kharif
Millet,69,25,44,6.35,82.67,24.12,35.6,Kharif
Millet,43,24,30,5.9,67.68,30.11,40.77,Kharif
Millet,37,43,49,6.35,64.73,31.02,35.74,Kharif
Millet,42,38,41,6.28,41.09,22.45,41.6,Kharif
Cotton,52,52,51,7.05,136.58,34.71,53.5,Kharif
Sugarcane,144,70,69,6.4,167.75,29.12,69.89,Zaid
Millet,36,46,32,6.31,76.14,23.38,39.79,Kharif
Sugarcane,116,43,70,7.32,213.97,27.25,83.95,Kharif
Wheat,93,36,40,7.2,90.47,23.73,56.99,Rabi
Millet,37,25,23,5.27,98.38,30.58,40.15,Kharif
Millet,31,38,45,6.95,53.03,20.8,38.28,Kharif
Wheat,64,54,41,6.21,118.02,21.06,57.5,Rabi
Wheat,77,40,34,6.62,119.61,14.5,49.41,Rabi
Sugarcane,90,59,65,7.41,208.47,22.79,60.39,Kharif
Millet,36,50,21,6.11,55.27,22.02,50.12,Kharif
Cotton,59,25,30,7.41,115.14,27.97,47.21,Kharif
Maize,78,44,37,6.79,144.98,27.48,51.77,Kharif
Maize,96,52,61,6.85,133.59,23.74,65.46,Kharif
Millet,36,32,44,6.72,85.69,25.83,41.91,Kharif
Wheat,60,30,36,6.82,117.86,21.03,59.46,Rabi
Sugarcane,96,51,76,6.18,174.12,24.47,81.89,Kharif
Millet,66,33,30,6.14,93.12,27.57,53.38,Kharif
Maize,101,40,59,6.73,149.14,26.7,50.58,Kharif
Cotton,65,40,27,7.49,92.35,28.22,42.65,Kharif
Rice,82,47,44,6.24,182.15,32.37,86.58,Kharif
Wheat,69,30,38,6.07,94.03,21.77,55.81,Rabi
Millet,39,47,46,5.11,54.97,21.7,34.22,Kharif
Rice,105,47,46,6.4,202.74,31.62,73.18,Kharif
Cotton,54,54,33,6.58,114.63,34.54,55.52,Kharif
Cotton,82,48,52,7.14,119.85,24.02,56.11,Kharif
Rice,93,60,72,6.31,219.43,30.93,87.31,Kharif
Rice,106,58,71,6.27,163.55,24.87,81.0,Kharif
Rice,108,53,62,6.58,267.71,24.56,80.44,Kharif
Rice,110,50,59,5.74,242.84,26.45,76.46,Kharif
Rice,105,49,45,6.23,244.69,34.71,86.21,Kharif
Rice,90,60,46,6.43,159.87,22.06,70.15,Kharif
Wheat,88,51,32,6.44,118.74,12.91,49.17,Rabi
Rice,85,41,66,6.41,205.66,33.59,88.24,Kharif
Sugarcane,142,52,73,6.44,162.22,22.65,67.18,Kharif
Sugarcane,143,69,78,6.84,211.58,33.97,72.76,Kharif
Cotton,84,55,54,7.03,121.9,26.49,42.36,Kharif
Sugarcane,129,66,40,6.11,238.92,21.92,62.2,Kharif
Wheat,84,35,37,7.38,88.52,21.99,58.71,Rabi
Wheat,82,43,30,7.23,58.05,18.22,49.74,Rabi
Wheat,78,39,33,6.64,92.34,17.76,59.1,Rabi
Maize,109,44,36,6.16,80.75,23.01,63.24,Zaid
Cotton,79,53,36,5.6,129.12,21.34,52.08,Kharif
Maize,102,59,60,6.13,122.07,18.98,54.55,Kharif
Rice,108,50,79,6.44,218.02,25.5,73.81,Kharif
Sugarcane,120,61,57,6.93,138.71,33.79,73.86,Kharif
Cotton,75,44,46,6.06,71.88,22.62,51.35,Kharif
Cotton,87,40,55,6.52,102.78,34.12,54.44,Kharif
Rice,120,49,42,5.62,273.15,22.54,80.3,Kharif
Cotton,57,34,43,5.53,86.53,24.65,50.43,Kharif
Rice,89,60,68,6.49,253.09,32.32,72.22,Kharif
Cotton,88,31,30,5.6,146.35,32.12,44.87,Kharif
Maize,78,46,63,6.85,89.83,28.85,66.56,Zaid
Rice,117,59,49,5.78,229.14,24.78,77.03,Kharif
Cotton,90,25,49,5.67,112.4,30.9,51.63,Kharif
Wheat,67,51,44,6.24,53.29,16.4,43.21,Rabi
Sugarcane,131,80,53,7.34,205.5,32.9,63.87,Kharif
Sugarcane,127,42,72,7.18,131.74,23.31,82.83,Zaid
Millet,68,40,42,5.21,43.13,31.61,33.03,Kharif
Millet,59,23,32,5.83,47.95,30.41,43.74,Kharif
Rice,118,60,51,5.83,281.51,22.75,80.3,Kharif
Maize,72,46,39,6.61,138.98,27.36,59.92,Zaid
Wheat,72,31,33,7.42,79.68,14.73,43.34,Rabi
Cotton,55,45,50,5.59,113.49,31.85,52.02,Kharif
Maize,84,44,59,6.71,131.28,23.83,68.57,Zaid
Maize,88,38,54,6.37,101.6,23.66,52.95,Zaid
Rice,102,48,48,5.79,299.33,28.64,81.72,Kharif
Maize,84,45,56,6.07,122.25,27.06,67.45,Kharif
Maize,95,37,48,5.93,134.4,18.16,68.56,Zaid
Millet,31,25,39,6.77,84.25,21.6,43.5,Kharif
Rice,108,65,74,5.87,282.7,23.88,79.45,Kharif
Cotton,75,30,45,6.62,81.07,26.16,48.69,Kharif
Maize,75,58,43,6.04,108.1,23.67,66.4,Kharif
Wheat,79,51,41,7.26,88.06,20.56,40.07,Rabi
Millet,44,32,50,6.29,81.66,21.17,51.86,Kharif
Sugarcane,111,61,67,7.47,198.6,27.58,77.05,Kharif
Sugarcane,134,47,43,6.09,190.2,20.27,78.67,Zaid
Cotton,60,29,34,5.88,99.07,30.77,52.06,Kharif
Sugarcane,102,65,50,6.91,248.73,27.18,64.15,Kharif
Cotton,77,26,43,6.27,97.07,32.97,43.61,Kharif
Wheat,77,37,31,7.42,87.06,20.62,52.93,Rabi
Rice,113,65,76,5.77,168.15,32.59,80.03,Kharif
Cotton,64,54,55,6.71,78.7,21.53,48.9,Kharif
Maize,81,51,63,6.58,98.89,18.25,52.98,Zaid
Wheat,99,45,48,7.49,111.75,20.61,43.02,Rabi
Wheat,82,41,57,6.17,111.77,11.59,41.12,Rabi
Millet,62,43,30,5.81,47.22,20.53,51.64,Kharif
Wheat,97,56,34,6.3,57.2,17.17,56.07,Rabi
Millet,61,49,50,6.35,82.72,27.27,43.85,Kharif
Sugarcane,115,69,80,6.5,185.59,27.19,67.99,Zaid
Wheat,95,38,52,6.37,109.18,20.86,45.24,Rabi
Maize,96,47,63,6.86,160.69,22.55,51.23,Kharif
Cotton,87,55,52,6.11,87.92,28.67,40.65,Kharif
Rice,114,69,51,6.04,177.48,30.8,87.64,Kharif
Rice,107,51,64,6.36,170.77,21.76,74.95,Kharif
Cotton,72,36,36,5.66,89.25,30.88,51.66,Kharif
Millet,47,42,33,6.96,50.02,29.02,36.27,Kharif
Wheat,72,56,30,7.16,102.93,17.74,41.29,Rabi
Wheat,66,51,31,6.5,71.58,20.81,46.69,Rabi
Maize,86,56,54,6.71,151.31,27.07,68.07,Zaid
Rice,119,70,78,6.73,256.96,33.39,71.9,Kharif
Millet,55,31,24,5.29,45.25,21.47,54.9,Kharif
Rice,103,50,57,5.75,235.18,21.4,84.72,Kharif
Cotton,58,26,50,5.71,134.5,25.39,57.99,Kharif
Maize,99,42,39,6.15,105.79,25.83,53.28,Kharif
Wheat,93,36,45,6.39,117.72,21.93,53.54,Rabi
Wheat,93,60,42,7.18,54.79,15.16,59.91,Rabi
Millet,33,26,42,6.76,70.63,29.9,30.19,Kharif
Maize,90,56,50,6.83,174.4,26.25,52.92,Kharif
Cotton,75,31,50,6.12,137.74,31.87,48.59,Kharif
Cotton,77,45,39,6.77,68.75,31.0,51.48,Kharif
Wheat,95,49,42,6.48,117.68,17.29,49.48,Rabi
Sugarcane,101,79,76,6.98,208.2,22.86,60.84,Zaid
Maize,73,58,42,6.4,132.89,29.17,60.88,Kharif
Maize,70,44,49,6.25,81.46,24.11,66.94,Kharif
Millet,56,37,41,5.87,77.61,29.8,41.83,Kharif
Millet,36,48,23,5.66,91.94,27.46,45.38,Kharif
Millet,37,29,36,5.61,45.28,22.92,36.95,Kharif
Sugarcane,101,71,70,6.16,241.6,33.71,76.37,Zaid
Sugarcane,122,65,42,7.38,216.62,34.01,63.49,Zaid
Cotton,84,35,25,6.84,85.72,33.73,48.26,Kharif
Maize,79,61,64,6.74,133.16,28.31,61.21,Zaid
Wheat,94,57,30,6.46,57.93,18.76,52.72,Rabi
Millet,54,36,45,5.31,95.28,22.56,30.27,Kharif
Maize,71,37,50,6.35,159.72,23.4,54.49,Kharif
Rice,116,43,58,5.63,175.25,31.01,79.53,Kharif
Cotton,67,38,42,6.06,116.99,31.35,44.45,Kharif
Sugarcane,94,66,47,7.19,192.07,21.01,68.77,Kharif
Sugarcane,140,68,42,7.35,163.55,22.91,73.5,Kharif
Wheat,83,48,42,6.86,96.87,19.8,44.45,Rabi
Rice,91,68,72,6.46,188.03,33.59,76.44,Kharif
Wheat,71,48,49,6.29,92.79,20.59,42.03,Rabi
Cotton,61,47,52,7.35,140.19,23.38,52.21,Kharif
Cotton,83,49,33,5.66,140.0,32.61,49.47,Kharif
Sugarcane,132,79,55,6.08,138.7,24.62,69.11,Kharif
Sugarcane,122,53,70,7.24,221.97,29.82,68.21,Kharif
Wheat,68,42,55,7.3,70.84,18.2,47.43,Rabi
Sugarcane,138,79,57,6.0,152.44,24.63,80.29,Zaid
Rice,119,59,64,6.52,218.16,31.1,80.97,Kharif
Rice,108,67,47,6.68,212.24,23.59,74.85,Kharif
Rice,120,47,60,6.66,153.77,34.35,73.58,Kharif
Cotton,54,37,52,5.82,83.24,21.78,44.9,Kharif
Millet,63,21,23,6.04,42.51,21.09,43.8,Kharif
Rice,113,69,64,6.7,167.1,33.55,75.43,Kharif
Cotton,60,33,28,6.38,92.0,27.86,44.73,Kharif
Cotton,69,36,47,6.7,92.2,24.52,53.9,Kharif
Maize,71,46,62,5.9,125.44,26.34,61.25,Kharif
Cotton,90,36,35,6.84,148.85,27.95,55.89,Kharif
Rice,106,53,71,6.74,188.05,24.5,77.94,Kharif
Cotton,50,52,50,6.46,80.83,24.81,52.64,Kharif
Sugarcane,103,40,71,6.25,213.94,32.2,66.53,Zaid
Cotton,69,35,36,7.49,120.41,32.7,54.68,Kharif
Maize,86,64,48,6.52,85.12,22.15,56.33,Zaid
Wheat,91,59,40,6.73,98.05,22.48,43.26,Rabi
Wheat,69,57,41,6.43,68.82,21.55,56.84,Rabi
Millet,37,49,23,6.64,72.35,22.18,44.39,Kharif
Rice,103,46,52,6.57,189.12,26.28,77.91,Kharif
Cotton,70,47,53,7.41,118.28,30.11,55.73,Kharif
Sugarcane,107,63,56,6.78,223.64,24.03,70.98,Zaid
Sugarcane,143,50,61,6.64,178.15,31.84,79.07,Kharif
Rice,103,51,51,6.09,249.26,24.59,71.19,Kharif
Cotton,90,31,30,6.45,61.58,23.48,50.02,Kharif
Rice,83,57,72,5.96,162.72,34.8,82.85,Kharif
Maize,84,58,62,6.54,127.09,29.82,64.55,Kharif
Rice,104,42,61,6.53,251.22,20.39,72.89,Kharif
Millet,70,40,23,6.54,98.1,28.42,43.62,Kharif
Wheat,67,32,48,7.4,79.6,18.77,44.14,Rabi
Sugarcane,98,57,58,7.18,214.36,21.79,84.69,Kharif
Wheat,86,56,32,7.33,84.63,18.99,52.06,Rabi
Millet,48,33,37,5.59,79.02,30.0,50.34,Kharif
Maize,84,55,64,6.27,146.41,24.81,56.0,Kharif
Cotton,51,46,47,5.91,101.06,27.07,49.78,Kharif
Wheat,76,46,32,7.25,96.48,11.61,53.91,Rabi
Rice,83,60,46,5.81,265.39,25.56,88.22,Kharif
Maize,91,38,40,6.42,111.71,18.25,53.97,Kharif
Millet,62,25,41,5.41,54.34,30.19,44.56,Kharif
Millet,42,42,47,5.15,61.92,28.51,47.15,Kharif
Millet,54,45,20,6.83,40.17,23.96,31.66,Kharif
Sugarcane,148,52,53,7.48,201.02,22.61,66.71,Kharif
Cotton,50,52,26,7.02,130.82,34.84,41.35,Kharif
Maize,71,65,44,6.69,146.21,28.51,61.41,Zaid
Maize,99,39,62,6.18,157.82,23.57,50.25,Zaid
Millet,70,33,24,6.1,51.0,26.87,54.66,Kharif
Rice,89,57,77,6.26,272.95,23.61,71.74,Kharif
Cotton,67,26,27,7.11,116.66,32.87,45.32,Kharif
Maize,73,57,38,6.05,85.16,27.06,66.53,Zaid
Cotton,86,41,26,7.47,133.59,24.59,47.33,Kharif
Wheat,67,45,32,7.23,114.93,24.79,46.73,Rabi
Sugarcane,125,48,74,7.08,246.87,24.64,80.08,Kharif
